131, 과거 주타이쿤에 비하여서도 컨텐츠의 다양성이 적음  그래픽적인 설계 부분을 제외하면 나을 게 하등 없음  개발 등이 있긴한데그냥 수의사 쳐박아놓고 수리공 쳐박아놓으면 너무 쉽게 뚫리고 다음 단계로 나아가기 위한 기믹 또한 전혀 없어서 해당 부분에 있어 주타이쿤보다 못함 ,0
132,꾸미기에 있어 자유도가 매우 높은 편인데 생각보다 기본적인 툴의 자유도가 떨어짐  길을 깔거나 하는 면에 있어 이상하게 높낮이가 맞지 않아 길이 연결이 되지 않는 경우도 잦고 동물들이 한번씩 오브젝트에 갖히거나 특정 좌표에 들어는 갈 수 있는데 나올 수 없어서 지형 만족도가 바닥을 치는 등 세세한 문제가 가끔 발견됨 ,0
133,따로 배속으로 하지 않아도 동물원 규모가 8000~10000명쯤 되면 하루 종일 동물 판매하고 앉아 있어야함  다른 것에 눈 돌리는 순간 동물들의 불만 폭주  물론 해당 부분은 동물들에게 피임약을 줌으로써 해결이 되기는 함 ,0
134,제일 큰 문제점은 씹 ㅈ 망한 최적화 부분이다  본인 PC i7-8700 RTX3070 RAM 32g SSD에 설치 등 나름 게임을 위한 최적의 환경이 갖추어졌음에도 불구하고 6000명 넘어갈 때쯤해서부터 뚝뚝 끊긴다  그렇다고 그래픽카드에 부하가 걸리는 것도 아니라 그냥 최적화가 씹망이라 이런것에 예민한 사람은 그냥 게임을 끄고 싶어질 정도로 심함 ,0
135,동물들이 많아지면서 나오는 말이지만 동물 고유 모션 돌려막기가 존나 심하다 ,0
136,꾸준한 업뎃으로 점점 갓겜이 되어가고 있음    ,1
137,진입장벽이 높아서 강의는 듣고 와야함 샌드박스로 즐겨야 정신건강에 좋고 익숙해지면 개꿀잼임,1
138,그거 빼고는 동물간 상호작용 모션도 좋고 그래픽도 좋아서 괜찮음,1
139,곧 100시간이 채워질 게임입니다,1
140,가끔 하는데 관리는 좀 많이 어렵고 뭐 괜찮아요 근데 수명이나 싸우거나 그런거는 좀 힘드네요 온도하고 습도도 맞추어야 되는 그래도 재미있습니다,1
141,개발 버전 부터 쭉 해왔는데 깊이 있고 정말 재미있습니다,1
142,Ps 팬심으로 번역 열심히 했으니 재밌게 해주세요,1
143,아직 평가판이라 없는 기능들이 많습니다 ,0
144,어우 정신못차리고 플레이했네,1
145,아래 몇몇 단점만 빼고는 다 좋았어요,1
146,내가 지금 먼겜을 한거지?,0
147,분명 자원관리 운송겜을 했는거같은데 머하나 제대로 된게 없네?,0
148,진짜 재밌다,1
149,재밌음 Open TTD 하던분들이면 만족할듯합니다,1
150,게임이 생각보다 재밌네요  우주스테이션에서 고객들한테 서비스를 제공하는 게임인데 돈이 쌓이는 즐거움도 있고 연구를 통해 업글하는 재미도 있고 손은 좀 가지만 저는 재밌었습니다 ,1
151,어렵다 너무,0
152,킬딸치려는 분들 전작하고 장르다 다르다고,1
153,장르 확인전에 짖어대는 열폭하는 분들은 그냥 다른 게임을 사세요 ,1
154,주간 할인에 파티하드 소유자 30% 할인쿠폰까지 더해서 샀는데도 돈이 아깝다,0
155,번들로 나올때까지 기다리는 걸 추천,0
156,기존의 파티하드 에셋을 재활용하려고 만든 게임같다,0
157,설명이 부족해서 메커니즘을 알기가 힘들고 운도 필요하다,0
158,타이쿤 게임이라기보다는 트라이얼 앤 에러 로그라이크 게임에 더 가깝다,0
159,파티하드에 대한 각별한 애정이 없다면 사지마라 ,0
160,이겜 재밌긴 한데 뭔가 부족한 느낌    이게임 출시한지가 꽤 된걸로 아는데 차라리 후속작을 내놓던지  ,0
161,무료배포가 시작되면 핵쟁이의 세상이 시작될것이다,0
162,정말 좋아했던 게임이였던 배그를 위해서 적습니다,0
163,404시간 플레이어한 유저입니다 핵을 잡는다고 하나 경쟁전에서 이미 핵쟁이에게 죽은 사람은 점수가 까이고 보상도 없는데 신규 유저 유입을 위해 공짜로 무료 배포를 하다니 너무 감동이에요 ,0
164,재미있다,1
165,사람이 없긴한대 배그 치킨 못먹으면 이걸로 드세요,1
166,배틀로얄장르 좋아하시면 좋아할듯,1
167,재미가 없어요,0
168,사람이 없다  환불해보리겠습니다,0
169,사람이 없어요 ,0
170,사람이 있어야 뭘 하든말든 하지     ,0
171,좋다,1
172,수많은 게이머들이 인정하는,1
173,최고의 게임 중 하나,1
174,여전히 모드들도 나오고 있고,1
175,이 게임을 안해본거는 그동안 살아온 게임인생 손해본것,1
176,새벽인 밤에 하는? 21 by polo g 듣는 게임하는 동안에? 정말 좋은  칭찬을 아낄수 없는,1
177,은근 재밌음 ㅇㅇ,1
178,머리쓰는 게임 좋아하면 추천,1
179,열루 갔따 절루 갔따 재밌어용 헤헤헤 현실에사도 ㅓ헤ㅐ보고 싶어용,1
180,선물받았어용 재밌어요 근데 멀티 같이할 사람이 없음,1
181,괜히 명작이 아니다,1
182,이거 진짜 명작임,1
183,처음엔 포탈1보다 쉽고 벌써 끝나가나? 했는데,1
184,생각보다 볼륨이 크고 기발하다,1
185,어떻게 이런 게임을 생각해내는지 궁금하다,1
186,진짜 이건 명작이다,1
187,멀미는 나는데 깨고는 싶어서 꾹참고 함 재밌었음,1
188,몇년이 지났어도 이 게임을 이길만한 좀비 게임은 없다,1
189,인생게임 내 20대 청춘을 이 게임과 함께 했다 ,1
190,레포데 꿀잼,1
191,간단하게 하나씩 캐는거 야무지다잇 ㅎㅎ,1
192,넘나 재밋음  ,1
193,추억돋는 게임이다 명작  ,1
194,가격대에 비해서 매우 재미있고 퀄도 나쁘지 않아요 강추,1
195,친구랑 같이하면 재밌는 게임 +혼자하면 재미 없음,1
196,아직까지도 재미있는 명작,1
197,몇시간만에 깬사람들 다 컨닝한거임 ㄹㅇ임 내가봄,1
198,이 게임은 피지컬 게임입니다 ,1
199,몸이 좋으면 머리가 나빠도 된다 ,1
200,과거에서 가져와 미래로 이끌어 온 포탈에 대한 완벽에 가까운 재해석 ,1
201,뇌가아픈,0
202,재미없어요,0
203,발적화 쓰레기같음,0
204,좆적화,0
205,좆나재미없음,0
206,핵쟁이나잡아라제발,0
207,핵 잡을 생각이 없음,0
208,중국인만 아니면 좋은 게임,0
209,서버가 유리서버임,0
210,창작마당 유즈맵들이 은근 잘 만들어서 본편이 짧은것도 아쉽지가 않다   ,1
211,방탈출 좋아 하시면 추천 드립니다 ,1
212,버그가 많음에도 불구하고 추천,1
213,아주 작은 공간에서 혼자 또는 2인이서 방탈출 하는게임  재미있다 압도적긍정적 평가 받을만하다 ,1
214,라운드 깰때마다 깔끔한 본인캐릭터들이 트월킹춤을 냅다 갈겨버린;;,1
215,이 게임을 하고 인생이 달라졌습니다 감사합니다,1
216,어느정도 능지가 필요하고 코인찾기에 혈안이되어서 무슨 비트코인 단타치는것마냥 ㅈㄴ찾음,1
217,멍청이들이 많아서 못하겠음,0
218,멀티5인까지 가눙,1
219,재미는 있는데 한국어 번역이 매우 아쉽습니다    Second Third를 어떻게 세번쨰 두번째로 번역을 합니까  ㅠ,1
220,잘만들고 재밌긴 한데 자주하게되진 않음,1
221,오피셜 방은 짧지만 창작마당에서 가져올 수 있어서 플레이타임이 아주 짧진않은편 ,1
222,친구랑 하기 좋음  인원이 많아도 할 수 있긴한데 두명이 베스트인듯 ,1
223,그래픽 자체가 귀여워서 할맛난다 ~ ,1
224,창작마당에서 구독하고 하면 더 잼씀,1
225,갓ㅡ겜,1
226,친구랑 같이하면 더 재밌다,1
227,게임 자체는 다른 다리 만들기 게임과 별 다른것 없음,0
228,잘 섞인 게임이나 취향을 좀 탈듯 ,1
229,빠른 손절을 위해 4스테이지 포탈에 맞지않는 차량을 준비해주는군요,0
230,버그인지는 모르겠지만 통과가 되지 않네요요,0
231,빠른 손절 인정합니다 ,0
232,머리가 빠개질 것 같습니다 ,1
233,폴리브릿지 재밌게 하셨으면 이것도 재밌을 거 같아요 ,1
234,폴리브릿지 좋아하는 분께는 추천,1
235,포탈 좋아하시는 분께는 조금 비추천,0
236,둘 다 좋아하면 매우 추천,1
237,멀티 정식으로만 나오면 다시 살게요,0
238,독특한 3인칭 탑 뷰형식의 좀비아포칼립스류 생존게임,1
239,41 멀티 될때까지 숨참는다,0
240,님들 어제 41빌드 멀티 정식으로 나왔으니까 빨리 사세요 빨리,1
241,결론만 먼저 말씀 드리자면 강추입니다,1
242,오픈 월드 서바이벌 게임 중 이만한 게임이 없습니다,1
243,특히 같이하실 분이 있다면 더더욱 그 재미는 올라갑니다,1
244,그래픽이 호불호가 많이 갈리고 초반 진입장벽도 높아서,1
245,상점에서 둘러보다가 패스하시는 분들이 많은데,1
246,이것만 넘으시면 진짜 완전 재밌어요,1
247,멀티도 재미있어요,1
248,ㅈ같은 게임이지만 정말 재미있읍니다 ,1
249,게임이 스토리 다 밀면 할게 없어서 지나가는 애들 보일때마다 죽이는게 전부   신뢰의 도약 하러가는데 너무 느려터졌고 뛰어가다가 갑자기 벽을 타러가고   음   재미는 있었음,1
250,어쌔신 크리드 시리즈의 암이다,0
251,게임하다가 암이 걸렸습니다 감사합니다,0
252,에휴,0
253,뉴비들에게 좀 불친절하지만   갓겜 인정 ,1
254,어크 입문용 겜으로는 좋습니다,1
255,커리어 모드 싱글 위주로 하는 입장에선 게임 산걸 후회함,0
256,피파는 할인 자주하니까 저처럼 예약구매해서 흑우마냥 EA한테 풀프라이스 갖다바치시지 마시고 할인할때 사세용~,1
257,그리고 절대 피파포인트는 사지마십쇼   한번 현질하면 끝도모르고 하게됨   ,1
258,재미는 있는데 하다 보면 재미가 없어진다 이거 ㄹㅇ,0
259,씹노잼,0
260,개인적으로 갓겜이라고 생각하는데 질린다는게 단점,0
261,나혼자 죽을수는 없다 ,0
262,무과금으로 얼티밋 하시려고 하는 거면 생각을 다시 해보시는걸 강추합니다,1
263,이놈의 서버렉은 어쩔수없네,0
264,꿀잼,1
265,24시간 하고 접었었던 게임  초반만 조금 힘들고 중반에 접어들면 꽤 재밌는 게임 ,1
266,이 시스템 상당히 재밌음  구매해보신다면 해당 시드도 플레이 해보시길 권장 ,1
267,끝없는 업데이트로 수명 연장을 하며 영생을 꿈꾸는 게임,1
268,z축이 피곤한 사람들을 위한 마인크래프트,1
269,굳,1
270,갓겜  앞으로도 게임의 사후 지원은 테라리아를 기준으로 생각하게 될 것 같습니다 ,1
271,혼자해도 친구랑해도 재밌는게임 ㅎㅎ,1
272,재미있음,1
273,정말 재미있습니다   정말재미있는데,1
274,많이 접겠네요   ,0
275,하지만 뉴비 입장에서는 너무 복잡해져서 빡침,0
276,아잇 씻팔 존나 어려워졌네 ,0
277,버그 래전드,0
278,뭐랄까     또한번 장점과 단점을 등가교환하는 후속이라고 짧게 말할수 있겠습니다  머드러너와 비교부터 하겠습니다 ,1
279,재밌어보여서 구매했는데 생각이상으로 재밌네요 하지만 사람마다 다를 수 있습니다 ,1
280,오프로드를 할수있고 미션을 클리어 할때의 뿌듯함을 느낄수 있음 ,1
281,차가 자주 빠질수 있고 시원시원함을 좋아하는 사람은 죽을수 있음 ,0
282,일단 이 게임은 상남자처럼 오프로드를 부옼아옼앜앙아  하면서 진행하는 게임이 아니라 앞에 진흙과 물과 눈 등에 '제발 바퀴만 빠지지 말아주세요 ㅠㅠ' 하면서 겸손과 포기와 위험한곳은 돌아가라  라는것들을 배우는 게임임 ,1
283,아   피곤하다 ,0
284,중도 포기함  더이상 못해먹겠다   ㅋㅋ,0
285,모드 최고,1
286,최고의 게임 ,1
287,인생 게임,1
288,상점페이지에서는 한글지원 안해준다해놨는데 플레이해보면 한글화 되어있습니다,1
289,아직도 저장 안됨 ㅆㅂ,0
290,불필요한 요소들이 너무 많이 보인다,0
291,최고의 똥겜,0
292,자유도가 높다해도 최악의 조작감과 인터페이스덕분에 즐기진 못하겠다,0
293,그래도 갓겜임,1
294,허접하게생겼는데 막상 접해보면 존나쩌는 고인물의 커마같은게임,1
295,엘더스크롤 이후 나타난 인생겜,1
296,먹는법을 알면 맛있다,1
297,대륙학살자를 꿈꾸며 혼수상태에 빠진 전신불구자의 일장춘몽,1
298,2언제나와 ㅅㅂ  ,1
299,친구랑 같이 시작했다면,1
300,모든 것을 친구에게 먼저 먹이세요,1
301,그러면 당신은 생존할 수 있습니다,1
302,재밌음 이만한 생존겜 찾기 어려움 ,1
303,대한민국 건축법보다 더 규제 많음 정수기랑 덫 있으면 사실상 생존왕,0
304,거머리나 다른건 그냥 꼬운 정도인데 방울뱀 씨~발련은 용서가 안된다,1
305,짱짱 짱 재미써 ,1
306,드럽게 어렵기만하고 비싸네요 이거할빠엔 차라리 나츠키의 감금생활을 하겠어요,0
307,애매하다,0
308,인디언들이 활만 쓰는게 아닌 여러가지 스킬과 총기 암살까지 가능한것이 좋았다,1
309,아직 맵을 다 돌아보지 않았지만 외곽으로 가면 갈수록 다양한 지형과 다양한 적들 다양한 무기들이 있다고 생각한다 ,1
310,유저간 거래 시스템이 존재하고 그 시스템은 아직 사용은 해보지 않았지만 추후에 멀티가 가능할 것이라고 상상을 한다면 정말 좋을 것이라고 생각한다 ,1
311,아예 배경음이 없다고 해도 무방할 정도로 음악이 없다  게임에 집중을 하고 정말로 인디언이 됬다고 생각을 하면 좋지만 트레일러에서 있는 것을 보고 들어오는 사람들은 음악이 없는것을 절대로 반가워 하지 않을것이다 ,0
312,아직까지는 잘 해보지 않아서 모르지만 초기여서 그런지 프레임이 떨어지는 때가 많다 ,0
313,npc들은 말을 하지도 않고 말을 할 수 있는 npc는 소수이다  이 마저도 시간이 지나면 쓸모가 없어진다  게임이 루즈 해진다  좀 더 다양한 말을 할 수 있게 했으면 좋겠고 진영을 더 만들지 않아도 괜찮지만 개척자들의 편에 서서 원주민들을 정복하게 하거나 어느 쪽에도 들어가지 않고 독자적인 진영을 만들 수 있었으면 좋겠다 ,0
314, 아직 한국어로 되어 있지 않아서 의미를 항상 사전을 찾으며 게임을 하는 중이지만 역시 모국어가 아니여서 단어를 찾아도 어려운 부분은 존재한다  그런 부분을 보완했으면 좋겠다 ,0
315,여러가지를 부합해서 평점을 내리면 지금 상태에서 이 정도의 가격이면 비쌀지 모르겠지만 추후의 업데이트를 생각해보고 가능성을 본다면 충분한 가격이라고 본다 ,1
316,트레일러에 있던 브금 어딨냐 겜 들어가니까 브금이 없다,0
317,사운드가 너무 빈약해서 스카이림 브금 트니까 조금 갓겜같지만,1
318,어떻게 해야할지 몰라서 껐다  ,0
319,심심하면 스카이림 브금 트셈,0
320,얼리억세스 게임을 감안하고 게임을 해야한다 ,0
321,최신게임들에 화려한 그래픽이나 사운드 모션을 기대하지마라 ,0
322,누군가 언급한것처럼 어쌔신크리드3를 했을때 느낌도있지만 고전적 RPG랄가 시뮬레이션같은느낌등이 버무려져있고 저는 개인적으로 재미있는듯 해요  잘 만들어지고 더 즐길거리가 늘고 그랬으면 좋겠네요 ,1
323,만약 멀티를 하고 싶으시다면 제 그룹에 가입하십시오 ,1
324,대한민국에서 유일하게 생존해있는 한국인 멀티플레이 그룹입니다 ,1
325,재미를 추구하는 가장 좋은 방법,1
326,게임의 재미는 제 플탐이 보장합니다 ,1
327,이 게임 때문에 199개의 게임이 사장되고 있습니다 ㅜㅜ,1
328,여전히 재미있는 최고의 전략 시뮬레이션 게임,1
329,시방 전편이랑 다른게 뭔지 모르겠다  뻥이 아니고 진짜 전편과 다른게 없다 ,0
330,조금밖에 안해봤지만 훌륭한 게임이다 ,1
331,어렵긴 하지 재밌게 하고 있는 게임  근데   정말 어렵긴하다  실력이 비슷한분이랑 하면 개꿀쨈 ,1
332,이  ㅣ발 너무 재밌어요 님들 빨리 다운하세요 최고의 게임 와 무대를 뒤집어놓으셨다 56시간 플레이면 솔직히 오래 했다,1
333,겜쉬워요 ,1
334,400번정도죽으세요 ,0
335,게임 사기전에는 어려워서 엔딩 못보고 접는거 아닐까 하고 걱정도 하는 마음에 샀지만 보통 난이도까지는 못해먹을 정도는 아니었네요 해가면서 공략 알아내는 것도 재밌고 죽어도 바로바로 리트라이도 가능해서 지루해지지도 않고 결국 엔딩까지 봤네요 재밌어요 끝까지 다 꺠도 생각나서 자꾸 하게되는 게임,1
336,다이스가 섹시해보이기 시작한 시점에서 이미 나는 미쳐버렸음을 인지할 수 있었다 ,1
337,손으로 한땀 한땀 그려서 만든 만화같은 게임 ,1
338,난이도가 어느 정도 있는 편이지만 시간 가는줄 모르고 하는 게임 ,1
339,혼자해도 재밌지만 누군가와 같이 하면 더욱 재밌는 게임 ,1
340,어렸을 적 문득 오락실에서 신나게 게임했을 때가 왜 어렴풋이 생각나는지     추억 ,1
341,애니메이터를 갈아넣은 스프라이트 재즈 등의 사운드트랙 등 20세기 초반의 분위기를 살리기 위한 노력이 보이는 인디게임 ,1
342,이게 진짜 게임이지,1
343,그래픽과 사운드트랙과 동시에 게임성도 뛰어남 ,1
344,인디게임계의 교과서 ,1
345,재밌어서 한글패치 만들었음,1
346,운빨 ㅈ망겜,0
347,재미있는데 내 실력이 좀 안 좋아서 우승 한 번도 못하암 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1
348,친구와 1대 1 하기에 더없이 좋은 게임,1
349,로그라이크처럼 뭔가 갖춰져가는 느낌도 있고 암튼 재밌다 ,1
350,나 좆되면 좋다고 ez 치는 외국인들은 덤,1
351,찐찐막,1
352,가끔 친구랑 한번씩하면 잼씀,1
353,덱메이킹도 중요하지만 사실 피지컬이 더중요함  호밍빼고,1
354,잼씀,1
355,이거 재밌어요  친구가 먼저 하자고 했는데 이젠 내가 먼저 하자고 말하고 있음 ㅎ,1
356,이제 언어에서 한글을 다운로드 하면 한글 지원이 된다    대박,1
357,매우 실망,0
358,그냥 실망스럽다,0
359,한글 포기하고 그냥 영어로하니까 맘이편해졌다 ,1
360,글 작가 돈 아낄라고 개발자가 썻음?,0
361,그동안의 애정 때문에 걍 하긴 한다만;;,0
362,조만간 한국 서버에 정식으로 오픈하는 패스오브 엑자일을 플레이 할날을 기다리며  ,1
363,노잼,0
364,니나해,0
365,돈주고 사기 아깝다,0
366,세일가 5달러에 샀었고  예전 데드아일랜드와 90%일치 하기때문에 그냥 재미있게 썰면 된다  고기를   ,1
367,리메이크된 버그고친 개좆망겜,0
368,그래픽 하나로 가치가있음 ,1
369,확실하게 좋다 ,1
370,어서 2를 만들라고  ,1
371,?지금 꺼는 최적화와 동시에 그래픽개선에서 매우 좋아진거 같습니다 ,1
372,버그나 크래쉬가 있다고 하는데 픽스 업데이트 해주면 좋겠다만 난 그런 일이 발생한 적이 없기 때문에 추천함,1
373,전작보다 다양한 특수좀비가 있어 마음에 들고 육성요소가 변한 것도 나쁘지 않았다 ,1
374,잔인생존 게임 으로 아주 좋습니다 강추,1
375,2보다 1등장인물이 남,1
376,지금은 레포데 2에 묻여버린 추억의 게임,0
377,구관이 명관  거의 10년전 게임이지만 지금도 충분히 즐길 수 있는 게임 ,1
378,오프닝 영상으로 나온 그게 다임 ,0
